name;title;reference;metasploit;type;name2;title3;reference4;metasploit5;type6;version;title7;reference8;metasploit9;type10
floating-social-media-links;Floating Social Media Links Remote File Inclusion;http://ceriksen.com/2013/01/12/wordpress-floating-social-media-link-plugins-remote-file-inclusion/;;RFI;;;;;;;;;;
zingiri-forum;Zingiri Forum Arbitrary File Disclosure;http://secunia.com/advisories/50833/;;UNKNOWN;;;;;;;;;;
zingiri-forum;Zingiri Forum Arbitrary File Disclosure;http://ceriksen.com/2013/01/12/wordpress-zingiri-forums-arbitrary-file-disclosure/;;UNKNOWN;;;;;;;;;;
google-document-embedder;Google Document Embedder < 2.5.4 Arbitrary File Disclosure;http://www.exploit-db.com/exploits/23970/;;UNKNOWN;;;;;;;;;;
google-document-embedder;Google Document Embedder < 2.5.4 Arbitrary File Disclosure;http://ceriksen.com/2013/01/03/wordpress-google-document-embedder-arbitrary-file-disclosure/;;UNKNOWN;;;;;;;;;;
google-document-embedder;Google Document Embedder < 2.5.4 Arbitrary File Disclosure;http://secunia.com/advisories/50832/;;UNKNOWN;;;;;;;;;;
google-document-embedder;Google Document Embedder < 2.5.4 Arbitrary File Disclosure;;exploit/unix/webapp/wp_google_document_embedder_exec;UNKNOWN;;;;;;;;;;
extended-user-profile;extended-user-profile Full Path Disclosure vulnerability;http://1337day.com/exploit/20118;;FPD;;;;;;;;;;
superslider-show;superslider-show Full Path Disclosure vulnerability;http://1337day.com/exploit/20117;;FPD;;;;;;;;;;
wordpress-multibox-plugin;multibox plugin Full Path Disclosure vulnerability;http://1337day.com/exploit/20119;;FPD;;;;;;;;;;
contest/OpenInviter;OpenInviter Information Disclosure;http://packetstormsecurity.com/files/119265/WordPress-OpenInviter-Information-Disclosure.html;;UNKNOWN;;;;;;;;;;
RokBox;RokBox Multiple Vulnerabilities;http://1337day.com/exploit/19981;;MULTI;;;;;;;;;;
grou-random-image-widget;grou-random-image-widget Full Path Disclosure;http://1337day.com/exploit/20047;;FPD;;;;;;;;;;
sintic_gallery;sintic_gallery Arbitrary File Upload Vulnerability;http://1337day.com/exploit/19993;;UPLOAD;;;;;;;;;;
sintic_gallery;sintic_gallery Path Disclosure Vulnerability;http://1337day.com/exploit/20020;;FPD;;;;;;;;;;
wp-useronline;WP-UserOnline Full Path Disclosure;http://seclists.org/fulldisclosure/2010/Jul/8;;FPD;;;;;;;;;;
wp-useronline;Wp-UserOnline <= 0.62 Persistent XSS;http://seclists.org/fulldisclosure/2010/Jul/8;;XSS;;;;;;;;;;
levelfourstorefront;Shopping Cart <, 8.1.15 Shell Upload / SQL Injection;http://packetstormsecurity.com/files/119217/wplevelfour-sqlshell.txt;;MULTI;;;;;;;;;;
levelfourstorefront;Shopping Cart <, 8.1.15 Shell Upload / SQL Injection;http://secunia.com/advisories/51690/;;MULTI;;;;;;;;;;
reflex-gallery;ReFlex Gallery <= 1.4 Shell Upload;http://packetstormsecurity.com/files/119218/wpreflexgallery-shell.txt;;UPLOAD;;;;;;;;;;
uploader;Uploader 1.0.4 Shell Upload;http://packetstormsecurity.com/files/119219/wpuploader104-shell.txt;;UPLOAD;;;;;;;;;;
xerte-online;Xerte Online 0.32 Shell Upload;http://packetstormsecurity.com/files/119220/wpxerteonline-shell.txt;;UPLOAD;;;;;;;;;;
advanced-custom-fields;Advanced Custom Fields <= 3.5.1 Remote File Inclusion;http://packetstormsecurity.com/files/119221/wp_advanced_custom_fields_exec.rb.txt;;RFI;;;;;;;;;;
advanced-custom-fields;Advanced Custom Fields <= 3.5.1 Remote File Inclusion;http://secunia.com/advisories/51037/;;RFI;;;;;;;;;;
advanced-custom-fields;Advanced Custom Fields <= 3.5.1 Remote File Inclusion;;exploit/unix/webapp/wp_advanced_custom_fields_exec;RFI;;;;;;;;;;
sitepress-multilingual-cms;Wordpress sitepress-multilingual-cms Full Path Disclosure;http://1337day.com/exploit/20067;;FPD;;;;;;;;;;
asset-manager;Asset Manager 0.2 Arbitrary File Upload;http://www.exploit-db.com/exploits/18993/;;UPLOAD;;;;;;;;;;
asset-manager;WordPress plugin Asset manager upload.php Arbitrary Code Execution;http://www.ethicalhack3r.co.uk/security/wordpress-plugin-asset-manager-upload-php-arbitrary-code-execution/;;UPLOAD;;;;;;;;;;
apptha-banner;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
apptha-slider-gallery;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
blaze-slide-show-for-wordpress;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
comment-extra-field;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
fluid-accessible-rich-inline-edit;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
fluid-accessible-pager;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
fluid-accessible-uploader;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
fluid-accessible-ui-options;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
fresh-page;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
mac-dock-photogallery;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
pdw-file-browser;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
power-zoomer;powerzoomer Arbitrary File Upload Vulnerability;http://www.1337day.com/exploit/20253;;UPLOAD;;;;;;;;;;
power-zoomer;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
slide-show-pro;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
smart-slide-show;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
spotlightyour;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
sprapid;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
ultimate-tinymce;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
ultimate-tinymce;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://secunia.com/advisories/51224/;;XSS;;;;;;;;;;
wp-3dbanner-rotator;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-3dflick-slideshow;wp-3dflick-slideshow Arbitrary File Upload Vulnerability;http://www.1337day.com/exploit/20255;;UPLOAD;;;;;;;;;;
wp-3dflick-slideshow;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-bliss-gallery;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-carouselslideshow;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-carouselslideshow;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://secunia.com/advisories/51250/;;XSS;;;;;;;;;;
wp-carouselslideshow;WordPress Carousel Slideshow Plugin < 3.10 Unspecified Vulnerabilities;http://secunia.com/advisories/50377/;;UNKNOWN;;;;;;;;;;
wp-dreamworkgallery;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-ecommerce-cvs-importer;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-extended;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-flipslideshow;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-homepage-slideshow;wp-homepage-slideshow Arbitrary File Upload Vulnerability;http://www.1337day.com/exploit/20260;;UPLOAD;;;;;;;;;;
wp-homepage-slideshow;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-image-news-slider;wp-image-news-slider Arbitrary File Upload Vulnerability;http://www.1337day.com/exploit/20259;;UPLOAD;;;;;;;;;;
wp-image-news-slider;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-image-news-slider;WordPress Image News slider Plugin < 3.4 Unspecified Vulnerabilities;http://secunia.com/advisories/50390/;;UNKNOWN;;;;;;;;;;
wp-levoslideshow;wp-levoslideshow Arbitrary File Upload Vulnerability;http://www.1337day.com/exploit/20250;;UPLOAD;;;;;;;;;;
wp-levoslideshow;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-matrix-gallery;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-powerplaygallery;wp-powerplaygallery Arbitrary File Upload Vulnerability;http://www.1337day.com/exploit/20252;;UPLOAD;;;;;;;;;;
wp-powerplaygallery;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-royal-gallery;wp-royal-gallery Arbitrary File Upload Vulnerability;http://www.1337day.com/exploit/20261;;UPLOAD;;;;;;;;;;
wp-royal-gallery;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-superb-slideshow;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-superb-slideshow;wp superb Slideshow Full Path Disclosure;http://1337day.com/exploit/19979;;FPD;;;;;;;;;;
wp-vertical-gallery;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
wp-yasslideshow;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
cardoza-ajax-search;Ajax Post Search < 1.3 Sql Injection;http://seclists.org/bugtraq/2012/Nov/33;;SQLI;;;;;;;;;;
cardoza-ajax-search;Ajax Post Search < 1.3 Sql Injection;http://secunia.com/advisories/51205/;;SQLI;;;;;;;;;;
cardoza-ajax-search;Ajax Post Search < 1.3 Sql Injection;http://www.girlinthemiddle.net/2012/10/sqli-vulnerability-in-ajax-post-search.html;;SQLI;;;;;;;;;;
answer-my-question;Answer My Question 1.1 Multiple XSS;http://www.securityfocus.com/archive/1/524625/30/0/threaded;;XSS;;;;;;;;;;
answer-my-question;Answer My Question 1.1 Multiple XSS;http://secunia.com/advisories/50655/;;XSS;;;;;;;;;;
catalog;Catalog HTML Code Injection and Cross-site scripting;http://packetstormsecurity.org/files/117820/wpcatalog-xss.txt;;MULTI;;;;;;;;;;
catalog;Catalog HTML Code Injection and Cross-site scripting;http://secunia.com/advisories/51143/;;MULTI;;;;;;;;;;
wordfence;Wordfence 3.3.5 XSS and IAA;http://seclists.org/fulldisclosure/2012/Oct/139;;MULTI;;;;;;;;;;
wordfence;Wordfence 3.3.5 XSS and IAA;http://secunia.com/advisories/51055/;;MULTI;;;;;;;;;;
slideshow-jquery-image-gallery;Slideshow jQuery Image Gallery Multiple Vulnerabilities;http://www.waraxe.us/advisory-92.html;;MULTI;;;;;;;;;;
slideshow-jquery-image-gallery;WordPress Slideshow Plugin Multiple Script Insertion Vulnerabilities;http://secunia.com/advisories/51135/;;XSS;;;;;;;;;;
social-discussions;Social Discussions Multiple Vulnerabilities;http://www.waraxe.us/advisory-93.html;;MULTI;;;;;;;;;;
abtest;ABtest Directory Traversal;http://scott-herbert.com/blog/2012/10/11/wordpress-plugin-abtest-vulnerable-to-a-directory-traversal-attack-1110;;UNKNOWN;;;;;;;;;;
bbpress;BBPress SQL Injection / Path Disclosure;http://packetstormsecurity.org/files/116123;;MULTI;;;;;;;;;;
nextgen_cu3er_gallery;NextGen Cu3er Gallery Information Disclosure;http://packetstormsecurity.org/files/116150;;UNKNOWN;;;;;;;;;;
rich-widget;Rich Widget File Upload;http://packetstormsecurity.org/files/115787/wprichwidget-shell.txt;;UPLOAD;;;;;;;;;;
monsters-editor-10-for-wp-super-edit;Monsters Editor Shell Upload;http://packetstormsecurity.org/files/115788/wpmonsters-shell.txt;;UPLOAD;;;;;;;;;;
quick-post-widget;Quick Post Widget 1.9.1 Multiple Cross-site scripting vulnerabilities;http://seclists.org/bugtraq/2012/Aug/66;;XSS;;;;;;;;;;
threewp-email-reflector;ThreeWP Email Reflector 1.13 Stored XSS;http://www.exploit-db.com/exploits/20365/;;XSS;;;;;;;;;;
wp-simplemail;SimpleMail 1.0.6 Stored XSS;http://www.exploit-db.com/exploits/20361/;;XSS;;;;;;;;;;
wp-simplemail;SimpleMail 1.0.6 Stored XSS;http://secunia.com/advisories/50208/;;XSS;;;;;;;;;;
postie;Postie 1.4.3 Stored XSS;http://www.exploit-db.com/exploits/20360/;;XSS;;;;;;;;;;
postie;Postie 1.4.3 Stored XSS;http://secunia.com/advisories/50207/;;XSS;;;;;;;;;;
rsvpmaker;RSVPMaker v2.5.4 Persistent XSS;http://www.exploit-db.com/exploits/20474/;;XSS;;;;;;;;;;
rsvpmaker;RSVPMaker v2.5.4 Persistent XSS;http://secunia.com/advisories/50289/;;XSS;;;;;;;;;;
mz-jajak;Mz-jajak <= 2.1 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/20416/;;SQLI;;;;;;;;;;
mz-jajak;Mz-jajak <= 2.1 SQL Injection Vulnerability;http://secunia.com/advisories/50217/;;SQLI;;;;;;;;;;
resume-submissions-job-postings;Resume Submissions Job Posting v2.5.1 Unrestricted File Upload;http://www.packetstormsecurity.org/files/114716;;UPLOAD;;;;;;;;;;
wp-predict;WP-Predict v1.0 Blind SQL Injection;http://www.exploit-db.com/exploits/19715/;;SQLI;;;;;;;;;;
backup;Backup Plugin < 2.1 Information Disclosure;http://www.exploit-db.com/exploits/19524/;;UNKNOWN;;;;;;;;;;
backup;Backup Plugin < 2.1 Information Disclosure;http://secunia.com/advisories/50038/;;UNKNOWN;;;;;;;;;;
moodthingy-mood-rating-widget;MoodThingy Widget v0.8.7 Blind SQL Injection;http://www.exploit-db.com/exploits/19572/;;SQLI;;;;;;;;;;
paid-business-listings;Paid Business Listings v1.0.2 Blind SQL Injection;http://www.exploit-db.com/exploits/19481/;;SQLI;;;;;;;;;;
website-faq;Website FAQ Plugin v1.0 SQL Injection;http://www.exploit-db.com/exploits/19400/;;SQLI;;;;;;;;;;
radykal-fancy-gallery;Fancy Gallery 1.2.4 Shell Upload;http://packetstormsecurity.org/files/114114/;;UPLOAD;;;;;;;;;;
flipbook;Flip Book 1.0 Shell Upload;http://packetstormsecurity.org/files/114112/;;UPLOAD;;;;;;;;;;
ajax_multi_upload;Ajax Multi Upload 1.1 Shell Upload;http://packetstormsecurity.org/files/114109/;;UPLOAD;;;;;;;;;;
schreikasten;Schreikasten 0.14.13 XSS;http://www.exploit-db.com/exploits/19294/;;XSS;;;;;;;;;;
wp-automatic;Wordpress Automatic 2.0.3 CSRF;http://packetstormsecurity.org/files/113763/;;CSRF;;;;;;;;;;
videowhisper-video-conference-integration;"VideoWhisper Video Conference
        4.51 Arbitrary File Upload Vulnerability";http://packetstormsecurity.org/files/113580/;;UPLOAD;;;;;;;;;;
auctionplugin;"Auctions Plugin 2.0.1.3 Arbitrary
        File Upload Vulnerability";http://packetstormsecurity.org/files/113568/;;UPLOAD;;;;;;;;;;
lb-mixed-slideshow;LB Mixed Slideshow 1.0 Arbitrary File Upload Vulnerability;http://packetstormsecurity.org/files/113844/;;UPLOAD;;;;;;;;;;
lim4wp;Lim4wp 1.1.1 Arbitrary File Upload Vulnerability;http://packetstormsecurity.org/files/113846/;;UPLOAD;;;;;;;;;;
wp-imagezoom;Wp-ImageZoom 1.0.3 Remote File Disclosure;http://packetstormsecurity.org/files/113845/;;UNKNOWN;;;;;;;;;;
invit0r;Invit0r 0.22 Shell Upload;http://packetstormsecurity.org/files/113639/;;UPLOAD;;;;;;;;;;
announces;Annonces 1.2.0.1 Shell Upload;http://packetstormsecurity.org/files/113637/;;UPLOAD;;;;;;;;;;
contus-video-galleryversion-10;"Contus Video Gallery 1.3 Arbitrary
        File Upload Vulnerability";http://packetstormsecurity.org/files/113571/;;UPLOAD;;;;;;;;;;
contus-hd-flv-player;Contus HD FLV Player plugin <= 1.3 SQL Injection Vulnerability;http://www.exploit-db.com/exploits/17678/;;SQLI;;;;;;;;;;
contus-hd-flv-player;"Contus HD FLV Player 1.7 Arbitrary
        File Upload Vulnerability";http://packetstormsecurity.org/files/113570/;;UPLOAD;;;;;;;;;;
user-meta;User Meta Version 1.1.1 Arbitrary File Upload Vulnerability;http://www.exploit-db.com/exploits/19052/;;UPLOAD;;;;;;;;;;
topquark;Top Quark Architecture Version 2.10 Arbitrary File Upload Vulnerability;http://www.exploit-db.com/exploits/19053/;;UPLOAD;;;;;;;;;;
sfbrowser;SfBrowser Version 1.4.5 Arbitrary File Upload Vulnerability;http://www.exploit-db.com/exploits/19054/;;UPLOAD;;;;;;;;;;
pica-photo-gallery;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
pica-photo-gallery;Pica Photo Gallery 1.0 Arbitrary File Upload Vulnerability;http://www.exploit-db.com/exploits/19055/;;UPLOAD;;;;;;;;;;
pica-photo-gallery;PICA Photo Gallery 1.0 Remote File Disclosure;http://www.exploit-db.com/exploits/19016/;;UNKNOWN;;;;;;;;;;
mac-dock-gallery;SWF Vulnerable to XSS Bundled in Many Wordpress Plugins;http://brindi.si/g/blog/vulnerable-swf-bundled-in-wordpress-plugins.html;;XSS;;;;;;;;;;
mac-dock-gallery;WordPress Mac Photo Gallery Plugin Two Security Bypass Security Issues;http://secunia.com/advisories/49923/;;AUTHBYPASS;;;;;;;;;;
mac-dock-gallery;WordPress Mac Photo Gallery Plugin < 3.0 Multiple Script Insertion Vulnerabilities;http://secunia.com/advisories/49836/;;XSS;;;;;;;;;;
mac-dock-gallery;Mac Photo Gallery 2.7 Arbitrary File Upload;http://www.exploit-db.com/exploits/19056/;;UPLOAD;;;;;;;;;;
drag-drop-file-uploader;drag and drop file upload 0.1 Arbitrary File Upload Vulnerability;http://www.exploit-db.com/exploits/19057/;;UPLOAD;;;;;;;;;;
custom-content-type-manager;Custom Content Type Manager 0.9.5.13-pl Arbitrary File Upload Vulnerability;http://www.exploit-db.com/exploits/19058/;;UPLOAD;;;;;;;;;;
wp-gpx-map;wp-gpx-max version 1.1.21 Arbitrary File Upload;http://www.exploit-db.com/exploits/19050/;;UPLOAD;;;;;;;;;;
front-file-manager;Front File Manager Plugin 0.1 Arbitrary File Upload;http://www.exploit-db.com/exploits/19012/;;UPLOAD;;;;;;;;;;
front-end-upload;Front End Upload 0.5.3 Arbitrary File Upload;http://www.exploit-db.com/exploits/19008/;;UPLOAD;;;;;;;;;;
front-end-upload;Front End Upload v0.5.4 Arbitrary PHP File Upload;http://www.exploit-db.com/exploits/20083/;;UPLOAD;;;;;;;;;;
omni-secure-files;Omni Secure Files 0.1.13 Arbitrary File Upload;http://www.exploit-db.com/exploits/19009/;;UPLOAD;;;;;;;;;;
easy-contact-forms-exporter;Easy Contact Forms Export 1.1.0 Information Disclosure Vulnerability;http://www.exploit-db.com/exploits/19013/;;UNKNOWN;;;;;;;;;;
plugin-newsletter;Plugin: Newsletter 1.5 Remote File Disclosure Vulnerability;http://www.exploit-db.com/exploits/19018/;;UNKNOWN;;;;;;;;;;
rbxgallery;RBX Gallery 2.1 Arbitrary File Upload;http://www.exploit-db.com/exploits/19019/;;UPLOAD;;;;;;;;;;
simple-download-button-shortcode;Simple Download Button Shortcode 1.0 Remote File Disclosure;http://www.exploit-db.com/exploits/19020/;;UNKNOWN;;;;;;;;;;
thinkun-remind;Thinkun Remind 1.1.3 Remote File Disclosure;http://www.exploit-db.com/exploits/19021/;;UNKNOWN;;;;;;;;;;
tinymce-thumbnail-gallery;Tinymce Thumbnail Gallery 1.0.7 Remote File Disclosure;http://www.exploit-db.com/exploits/19022/;;UNKNOWN;;;;;;;;;;
wpstorecart;wpStoreCart Plugin 2.5.27-2.5.29 Arbitrary File Upload;http://www.exploit-db.com/exploits/19023/;;UPLOAD;;;;;;;;;;
gallery-plugin;Gallery 3.06 Arbitrary File Upload;http://www.exploit-db.com/exploits/18998/;;UPLOAD;;;;;;;;;;
font-uploader;Font Uploader 1.2.4 Arbitrary File Upload;http://www.exploit-db.com/exploits/18994/;;UPLOAD;;;;;;;;;;
wp-property;WP-Property 1.35.0 Arbitrary File Upload;http://www.exploit-db.com/exploits/18987/;;UPLOAD;;;;;;;;;;
wpmarketplace;WP Marketplace 1.5.0 - 1.6.1 Arbitrary File Upload;http://www.exploit-db.com/exploits/18988/;;UPLOAD;;;;;;;;;;
store-locator-le;Google Maps via Store Locator Multiple Vulnerabilities;http://www.exploit-db.com/exploits/18989/;;MULTI;;;;;;;;;;
store-locator-le;store-locator-le < 3.8.7 SQL Injection;http://secunia.com/advisories/51757/;;SQLI;;;;;;;;;;
html5avmanager;HTML5 AV Manager 0.2.7 Arbitrary File Upload;http://www.exploit-db.com/exploits/18990/;;UPLOAD;;;;;;;;;;
foxypress;Foxypress 0.4.1.1 - 0.4.2.1 Arbitrary File Upload;"http://packetstormsecurity.org/files/113576/, http://www.exploit-db.com/exploits/18991/,
        http://www.exploit-db.com/exploits/19100/";;UPLOAD;;;;;;;;;;
foxypress;FoxyPress 0.4.2.5 XSS / CSRF / SQL Injection;http://packetstormsecurity.org/files/117768;;MULTI;;;;;;;;;;
foxypress;FoxyPress 0.4.2.5 XSS / CSRF / SQL Injection;http://secunia.com/advisories/51109/;;MULTI;;;;;;;;;;
track-that-stat;Track That Stat <= 1.0.8 Cross Site Scripting;http://packetstormsecurity.org/files/112722/;;XSS;;;;;;;;;;
wp-facethumb;WP-Facethumb Gallery <= 0.1 Reflected Cross Site Scripting;http://packetstormsecurity.org/files/112658/;;XSS;;;;;;;;;;
wp-survey-and-quiz-tool;Survey And Quiz Tool <= 2.9.2 Cross Site Scripting;http://packetstormsecurity.org/files/112685/;;XSS;;;;;;;;;;
wp-statistics;WP Statistics <= 2.2.4 Cross Site Scripting;http://packetstormsecurity.org/files/112686/;;XSS;;;;;;;;;;
wp-easy-gallery;WP Easy Gallery <= 1.7 Cross Site Scripting;http://packetstormsecurity.org/files/112687/;;XSS;;;;;;;;;;
